cell,l1,local,replicate,case_id,selected_arm,tree_hash,gold_present,gold_parent_route_entered,acceptable_local_champion_entered,technical_failure,top1,top2,rr,rank,funnel,aa_reused,champion_ids,accepted_parent_ids,acceptable_l2_ids,true_f2_fact_ids,calls
AO,actual,oracle,3,mxh055,ALL_B_b1_GR_PG,43c885ed9e122d96d82e7ef77a8d6e7fbd7ce9f2f2d6c614a19a7d1c6f184e80,True,True,True,False,False,True,0.5,2,success,False,"[""B1.2"", ""B2.1"", ""B3.3"", ""B4.1"", ""B5.1""]","[""B4""]","[""B4.1"", ""B4.4""]","[""F9"", ""F7""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mxh055,ALL_B_b1_GR_PG,43c885ed9e122d96d82e7ef77a8d6e7fbd7ce9f2f2d6c614a19a7d1c6f184e80,True,True,True,False,True,True,1.0,1,success,False,"[""B4.1""]","[""B4""]","[""B4.1"", ""B4.4""]","[""F9"", ""F7""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mxh055,ALL_B_b1_GR_PG,43c885ed9e122d96d82e7ef77a8d6e7fbd7ce9f2f2d6c614a19a7d1c6f184e80,True,True,True,False,True,True,1.0,1,success,False,"[""B4.1""]","[""B4""]","[""B4.1"", ""B4.4""]","[""F9"", ""F7""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AA,actual,actual,3,mxh068,ALL_B_b1_GR_PG,276293fc3e433f292db9a3ee54eb582e77d9c99e7744473e0ce0f96ca8e582a2,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
AO,actual,oracle,3,mxh068,ALL_B_b1_GR_PG,276293fc3e433f292db9a3ee54eb582e77d9c99e7744473e0ce0f96ca8e582a2,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
OA,oracle,actual,3,mxh068,ALL_B_b1_GR_PG,276293fc3e433f292db9a3ee54eb582e77d9c99e7744473e0ce0f96ca8e582a2,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
OO,oracle,oracle,3,mxh068,ALL_B_b1_GR_PG,276293fc3e433f292db9a3ee54eb582e77d9c99e7744473e0ce0f96ca8e582a2,False,False,False,False,False,False,0.0,,gold_absent,False,[],[],[],null,"{""requested"": 0, ""model"": 0, ""cache_hits"": 0}"
AA,actual,actual,3,mxh075,ALL_B_b1_GR_PG,85ad4587c69cefa2f153771b09b3a72d6a551e63d78078520a15540b4b823fe4,True,True,True,False,False,False,0.3333333333333333,3,intergroup_rank_loss,False,"[""B1.2"", ""B2.1"", ""B3.4"", ""B4.2"", ""B5.1""]","[""B4""]","[""B4.2""]","[""F12"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
AO,actual,oracle,3,mxh075,ALL_B_b1_GR_PG,85ad4587c69cefa2f153771b09b3a72d6a551e63d78078520a15540b4b823fe4,True,True,True,False,False,True,0.5,2,success,False,"[""B1.2"", ""B2.1"", ""B3.4"", ""B4.2"", ""B5.1""]","[""B4""]","[""B4.2""]","[""F12"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OA,oracle,actual,3,mxh075,ALL_B_b1_GR_PG,85ad4587c69cefa2f153771b09b3a72d6a551e63d78078520a15540b4b823fe4,True,True,True,False,True,True,1.0,1,success,False,"[""B4.2""]","[""B4""]","[""B4.2""]","[""F12"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
OO,oracle,oracle,3,mxh075,ALL_B_b1_GR_PG,85ad4587c69cefa2f153771b09b3a72d6a551e63d78078520a15540b4b823fe4,True,True,True,False,True,True,1.0,1,success,False,"[""B4.2""]","[""B4""]","[""B4.2""]","[""F12"", ""F15""]","{""requested"": 1, ""model"": 0, ""cache_hits"": 1, ""by_module"": {""L2BranchGenJointArbiter"": 1}}"
