idx	case	relation	subject	predicate	quote	context	licensed
651	56	required_for	Stage II to IV disease	follow-up	every 2 to 6 months	Follow-up visits are essential to detect local recurrences or metastasis. Stage II to IV disease must be followed every 2 to 6 months for 2 to 3 years, then every 6 months for 2 years, and annually thereafter.	
652	773	required_for	Pulmonary Hypertension	heart rate monitoring	heart rate	heart rate	
653	179	required_for	Immune thrombocytopenia	hepatitis C virus testing	testing for hepatitis C virus	testing for hepatitis C virus	
654	326	required_for	Brucellosis	blood culture	Diagnose Brucellosis by blood or cerebrospinal fluid cultures	Diagnose Brucellosis by blood or cerebrospinal fluid cultures and treat with doxycycline plus either rifampin or streptomycin;	
655	49	required_for	Appendicitis	definitive histopathological diagnosis	the definitive histopathological diagnosis	Therefore, the definitive histopathological diagnosis, classification, and the need for additional therapies and surgeries are determined only after the appendectomy.	
656	522	required_for	Dementia	cognitive deficits	In addition to loss of short-term memory, diagnosis of dementia requires at least one of the following cognitive deficits	 than dementia (eg, duration of cognitive impairment—see older patients may experience cognitive decline, but unlike patients with dementia, they tend to	
657	56	required_for	Soft tissue sarcomas	imaging studies	need to be evaluated using imaging studies	need to be evaluated using imaging studies	
658	773	required_for	Pulmonary Hypertension	acute reactivity to inhaled nitric oxide	patients who have previously demonstrated acute reactivity to inhaled nitric oxide	A trial of CCB treatment should only be conducted in patients who have previously demonstrated acute reactivity to inhaled nitric oxide or intravenous epoprostenol.	
659	179	required_for	Pulmonary atresia with ventricular septal defect	postnatal echocardiography	Early detection through fetal ultrasound or postnatal echocardiography	Early detection through fetal ultrasound or postnatal echocardiography is crucial, as untreated cases can lead to severe cyanosis, heart failure, and life-threatening complications. Participants gain insight into prenatal and postnatal screening techniques, imaging modalities, and individualized surgical strategies based on anatomical presentation.	
660	326	required_for	Pott disease	compressive myelopathy	severe deformities or a compressive myelopathy	A compressive myelopathy occurs in some cases as a result of the spinal deformity, but it is infrequent and an epidural tuberculous abscess is a more common cause of cord compression (see below). Although there is some controversy regarding spinal surgery, it is certainly required in the presence of severe deformities or a compressive myelopathy as noted in Chap.	
661	49	required_for	Abscesses	imaging	Imaging is often necessary for diagnosis	Imaging is often necessary for diagnosis	
662	522	required_for	Dementia with Lewy bodies	rigorous history and physical exam	A rigorous history and physical exam, with ancillary testing	A rigorous history and physical exam, with ancillary testing including imaging and nuclear studies that like DAT, CSF profiles, and tau and amyloid pathology can be useful for diagnostic purposes but does not change medical management of these disorders.	
663	56	required_for	Leiomyosarcoma	chest and abdominopelvic CT imaging	Chest and abdominopelvic CT imaging is necessary as part of the initial workup to rule out lung and liver metastasis	Chest and abdominopelvic CT imaging is necessary as part of the initial workup to rule out lung and liver metastasis	
664	773	required_for	Tricuspid Regurgitation	repeat echocardiography	repeat echocardiography is indicated at 6-month intervals	repeat echocardiography is indicated at 6-month intervals	
665	179	required_for	Immune thrombocytopenia	CBC	complete blood count (CBC)	Evaluation of patients with isolated thrombocytopenia begins with a complete blood count (CBC), peripheral blood smear, and testing for HIV and hepatitis C virus. A repeat CBC helps confirm thrombocytopenia and rule out laboratory error.	
666	326	required_for	Discitis Osteomyelitis	MRI	MRI is the appropriate modality	MRI is the appropriate modality for evaluating spinal discitis or osteomyelitis. Post-contrast MRI will accurately delineate the extent of disc involvement and its extension into the adjacent vertebral bodies, paraspinal region, and spinal canal.	
667	49	required_for	SCAD	colonoscopy showing segmental erythema between (non-inflamed) diverticula	a diagnosis cannot be established without ... colonoscopy showing segmental erythema between (non-inflamed) diverticula	a diagnosis cannot be established without ... colonoscopy showing segmental erythema between (non-inflamed) diverticula	
668	522	required_for	Schizophreniform disorder	hallucinations	Two (or more) of the following, each present for a significant portion of time during a 1-month period	Two (or more) of the following, each present for a significant portion of time during a 1-month period (or less it successfully treated). Hallucinations.	
669	56	required_for	cHCC-CC	diagnosis based on mixed patterns on images	A diagnosis of cHCC-CC based on mixed patterns on images	The imaging diagnosis of sarcomatoid HCC is also challenging because of its atypical image patterns such as hypodense or heterogeneous enhancement with a ring enhancing in the arterial phase and prolonged peripheral enhancement in the delayed phase. A diagnosis of cHCC-CC based on mixed patterns on images (progressive enhancement, arterial enhancement with washout, and an atypical pattern of arter	
670	773	required_for	Patent Foramen Ovale	more than five bubbles in the left atrial chamber within three cardiac cycles	more than five bubbles in the left atrial chamber within three cardiac cycles	Most patients with cryptogenic stroke have a patent foramen ovale which serves as a channel for paradoxical emboli leading to a greater incidence of cerebrovascular accidents.[3] Proper screening for patent foramen ovale requires transthoracic agitated saline contrast echocardiography during a cough or in conjunction with Valsalva maneuver.[36][37] Interatrial shunting is confirmed by the presence	
671	179	required_for	acquired amegakaryocytic thrombocytopenia	peripheral smear	patients with suspected acquired amegakaryocytic thrombocytopenia require a complete blood count and peripheral smear	As with congenital amegakaryocytic thrombocytopenia, patients with suspected acquired amegakaryocytic thrombocytopenia require a complete blood count and peripheral smear. Patients with microangiopathic changes on the peripheral smear should undergo coagulation testing, lactate dehydrogenase, and creatinine to evaluate for disseminated intravascular coagulation, thrombotic thrombocytopenic purpura	
672	326	required_for	Spinal epidural abscess	MRI scan	combined with an MRI scan for the more exact localization of the pathology	combined with an MRI scan for the more exact localization of the pathology	
673	49	required_for	Liver abscess	interprofessional team	interprofessional team	interprofessional team	
674	522	required_for	Schizophreniform disorder	delusions	Two (or more) of the following, each present for a significant portion of time during a 1-month period	Two (or more) of the following, each present for a significant portion of time during a 1-month period (or less it successfully treated). Delusions.	
675	56	required_for	Radiation-Induced Sarcoma	sarcoma develops in the irradiated field	sarcoma develops in the irradiated field	The prognosis is poor, and the 5-year survival rate is less than 10%.Radiation-Induced SarcomaThe three criteria for diagnosis of radiation-induced sarcoma are (a) histology different from the original lesion, (b) sarcoma develops 5-year survival rate is less than 10%.Radiation-Induced SarcomaThe three criteria for diagnosis of radiation-induced sarcoma are (a) histology different from the origina	
676	773	required_for	Cardiomyopathy	cardiac CT	Echocardiogram, cardiac MRI, cardiac CT, and nuclear medicine imaging are the primary imaging modalities used	Echocardiogram, cardiac MRI, cardiac CT, and nuclear medicine imaging are the primary imaging modalities used	
677	179	required_for	Congenital heart defects	cardiac testing	cardiac testing	An exact diagnosis of the type of defect is not necessary, but the healthcare team must be able to recognize the need for cardiac testing, initiate stabilization, and seek appropriate consultation.[13] After immediate stabilization of the cardiovascular system, providers should investigate other conditions, such as chromosomal abnormalities, that commonly present alongside congenital heart defects	
678	326	required_for	TB	pretreatment risk stratification	pretreatment risk stratification algorithm	A pretreatment risk stratification algorithm could optimize and individualize treatment duration.[60][61]	
679	49	required_for	Diverticulitis	cross-sectional imaging	Imaging of the morphological substrate of diverticulitis (by either US or CT) is mandatory	Although there is no role for endoscopy in acute diverticulitis as long as cross-sectional imaging (US, CT) is diagnostic, this statement hints at the direction shared by the German guideline: Imaging of the morphological substrate of diverticulitis (by either US or CT) is mandatory for the diagnosis of diverticulitis.	
680	522	required_for	catatonic disorder due to another medical condition	at least three of the 12 clinical features in Criterion A	at least three of the 12 clinical features	at least three of the 12 clinical features	
681	56	required_for	Leiomyosarcoma	coagulative tumor cell necrosis	Coagulative tumor cell necrosis	Benign Malignant   Low mitotic index (<5 mitotic figures for 10 High Power Field)No cell atypiaNo tumor cell necrosis (with the exception of ischemic necrosis)Typical presentation of the smooth muscle cells, with uniform shape and sizeNo intravascular componentWell-demarcated Numerous mitotic figures (≥5 for 10 High-Power Field)Significant cell atypiaAreas of tumor cell necrosis with island-like p	
682	773	required_for	PFO	TEE with contrast media	Identifying PFO, particularly in young cryptogenic stroke patients, is accomplished via TEE with contrast media	Identifying PFO, particularly in young cryptogenic stroke patients, is accomplished via TEE with contrast media	
683	179	required_for	Thrombocytopenia	platelet count	The platelet goal for delivery is more than 50 x 10^9/L	The platelet goal for delivery is more than 50 x 10^9/L	
684	326	required_for	Spondylodiscitis	microbiological evidence	clinical, radiological, and microbiological evidence	clinical, radiological, and microbiological evidence	
685	49	required_for	Surgical Site Infection	antibiotics to cover carbapenemase-producing Enterobacteria	Sometimes, antibiotics with activity against MDR pathogens such as MRSA and carbapenemase-producing Enterobacteria must be considered	Sometimes, antibiotics with activity against MDR pathogens such as MRSA and carbapenemase-producing Enterobacteria must be considered.[10]Universal standard (infection control) measures, such as handwashing with soap and water or using alcohol-based disinfectant before and after each patient visit, are vital in reducing transmission rates of MDR pathogens.	
686	522	required_for	Schizophreniform disorder	disorganized speech	Two (or more) of the following, each present for a significant portion of time during a 1-month period	Two (or more) of the following, each present for a significant portion of time during a 1-month period (or less it successfully treated). Disorganized speech (e.g., frequent derailment or incoherence).	
687	56	required_for	Epithelioid sarcoma	tissue biopsy	Diagnosis is determined by tissue biopsy	Diagnosis is determined by tissue biopsy	
688	773	required_for	Pulmonary Hypertension	vasodilator responsiveness	cardiac catheterization should be performed to assess vasodilator responsiveness	Before targeted pulmonary hypertension therapy is started, cardiac catheterization should be performed to assess vasodilator responsiveness.	
689	179	required_for	Cyanotic Congenital Heart Disease	pulse oximetry	Pulse oximetry... are required	Pulse oximetry...	
690	326	required_for	PPT	CT	Diagnosis confirmation requires the expertise of a radiologist and imaging technicians specializing in CT or MRI	Diagnosis confirmation requires the expertise of a radiologist and imaging technicians specializing in CT or MRI.	
691	49	required_for	Microscopic Colitis	histological examination of colonic biopsies	histological examination of colonic biopsies	histological examination of colonic biopsies	
692	522	required_for	Schizoaffective disorder	major mood episode	requires that a major mood episode be present for a majority of the total disorder’s duration	Schizoaffective disorder is reconceptualized as a longitudinal instead of a cross-sectional di- agnosis—more comparable to schizophrenia, bipolar disorder, and major depressive disorder, which are bridged by this condition—and requires that a major mood episode be present for a majority of the total disorder’s duration after Criterion A has been met. The DSM-IV diagnosis of bipolar I disorder, mix	
693	56	required_for	Leiomyosarcoma	cytologic pleomorphism or atypia	Cytologic pleomorphism or atypia	Leiomyoma(requires all below) Smooth Muscle Tumor of Uncertain Malignant Potential(used for any of below) Leiomyosarcoma(requires any one of below)   Cytologically bland Bland but 1-4 mitotic figures/50 High-Power Field Cytologic pleomorphism or atypia   <1 mitotic figure/50 High-Power Field Multiple recurrences but lacking other atypical features >4 mitotic figures/50 High-Power Field   No tumor 	
694	773	required_for	Chronic Thromboembolic Pulmonary Hypertension	follow-up CT, ventilation-perfusion scans, or echocardiography	follow-up CT, ventilation-perfusion scans, or echocardiography	In patients who remain persistently symptomatic months to years after an acute PE, follow-up CT, ventilation-perfusion scans, or echocardiography should be performed.	
695	179	required_for	Hemophilia B	30% factor activity	achieve 30% factor activity	Food and Drug Administration (FDA) approved Etranacogene dezaparovovec—an adeno-associated virus 5 (AAV5) vector containing the F9 Padua variant.[14][15] This variant of the F9 gene contains a missense mutation that significantly increases F9 activity by 4- to 40-fold. Etranacogene dezaparovovec offers a one-time treatment option for adults with hemophilia B who use factor IX prophylaxis but still	
696	326	required_for	Brucellosis	serologic tests	the clinical diagnosis usually must be supported by the results of bacteriologic and/or serologic tests	the clinical diagnosis usually must be supported by the results of bacteriologic and/or serologic tests	
697	49	required_for	complicated acute diverticulitis	C-reactive protein test	C-reactive protein test	C-reactive protein test	
698	522	required_for	Vascular Dementia	neuroimaging	The standard workup for vascular dementia includes neuroimaging, laboratory assessment, and, if at all possible, neuropsychological testing	The standard workup for vascular dementia includes neuroimaging, laboratory assessment, and, if at all possible, neuropsychological testing.	
699	56	required_for	Leiomyosarcoma	R0 resection	perform an R0 resection	The primary goal of the surgical procedure is to perform an R0 resection while making every attempt to preserve critical neurovascular structures. However, this approach has been replaced by an extremity-salvage surgical procedure that combines surgical resection with perioperative RT.[23] Preoperative RT is preferred over postoperative RT due to fewer long-term complications.[24] Likewise, in pat	
700	773	required_for	Tricuspid Regurgitation	severe tricuspid regurgitation	severe tricuspid regurgitation	severe tricuspid regurgitation	
701	179	required_for	Thrombocytopenia	platelet count	The American College of Obstetrics and Gynecology recommends a platelet count of 80 x 10^9/L	The American College of Obstetrics and Gynecology recommends a platelet count of 80 x 10^9/L	
702	326	required_for	epidural abscess	high clinical suspicion	high clinical suspicion of epidural abscess	high clinical suspicion of epidural abscess	
703	49	required_for	Abscesses	needle aspiration or surgical exploration	specimen should be collected from a sterile site, preferably bypassing the normal flora and with needle aspiration or surgical exploration	specimen should be collected from a sterile site, preferably bypassing the normal flora and with needle aspiration or surgical exploration	
704	522	required_for	Acute bowel ischemia (ABO)	timely recognition and treatment	Patient’s outcomes depend on both timely recognition and treatment	Patient’s outcomes depend on both timely recognition and treatment	
705	56	required_for	osteosarcoma	resection of biopsy tract	The final surgical procedure must include resection of the biopsy tract	The final surgical procedure must include resection of the biopsy tract, which can be tattooed for easy identification to avoid recurrence due to potential seeding of this tract with cancer cells. Ideally, the surgeon who undertakes the biopsy should be the same individual who completes the resection so they are familiar with the path and extent of the biopsy.	
706	773	required_for	Pulmonary Hypertension	oxygen saturation monitoring	oxygen saturation	oxygen saturation	
707	179	required_for	congenital heart disease	immunohistochemical data	autoptic, histopathological, or immunohistochemical data	autoptic, histopathological, or immunohistochemical data	
708	326	required_for	Brucella spondylitis	serology	Current diagnosis is based on specific brucellosis serology	Current diagnosis is based on specific brucellosis serology	
709	49	required_for	Surgical Site Infection	infection prevention strategies	Proper hand hygiene and appropriate infection prevention strategies must be followed	Proper hand hygiene and appropriate infection prevention strategies must be followed postoperatively caring for surgical sites.	
710	522	required_for	Creutzfeldt-Jakob disease	neuropathologically verified cases	a consecutive series of 230 neuropathologically verified cases	a consecutive series of 230 neuropathologically verified cases	
711	56	required_for	Leiomyosarcoma	morphological diagnosis	morphological diagnosis	The morphological diagnosis based on microscopic examination remains the gold standard. Ancillary testing, including immunohistochemistry, classic cytogenetics, and molecular testing, aids in diagnosis.	
712	773	required_for	Chronic Thromboembolic Pulmonary Hypertension	clinical history	based on clinical history	Identify patients at risk for chronic thromboembolic pulmonary hypertension based on clinical history, symptoms, and risk factors.Develop a clinically appropriate diagnostic plan for a patient with possible chronic thromboembolic pulmonary hypertension.Select individualized therapeutic interventions for patients with chronic thromboembolic pulmonary hypertension.Implement effective interprofession	
713	179	required_for	acquired amegakaryocytic thrombocytopenia	antiphospholipid antibodies	Antinuclear or antiphospholipid antibodies may be necessary in patients with systemic lupus erythematosus or antiphospholipid syndrome indicators	Antinuclear or antiphospholipid antibodies may be necessary in patients with systemic lupus erythematosus or antiphospholipid syndrome indicators.	
714	326	required_for	diskitis	early recognition	Early recognition is ideal and provides patients with the best outcome	Early recognition is ideal and provides patients with the best outcome	
715	49	required_for	Surgical Site Infection	antibiotic prophylaxis	antibiotic prophylaxis and skin decontamination are important factors in preventing SSI	Also, antibiotic prophylaxis and skin decontamination are important factors in preventing SSI.[10] Antibiotics to cover common pathogens in case of surgical site infections need to be employed early and later adjusted per reports from cultures. Antibiotics to cover staphylococcus aureus and other organisms such as Pseudomonas are usually initiated, depending upon the clinical scenario.	
716	522	required_for	Brief psychotic disorder	symptoms present for less than 1 month	less than 1 month	To meet criteria for diagnosing schizophrenia, clinical symptoms should be present for at least 6 months. If symptoms are present for less than 1 month, the condition is called a brief psychotic disorder.	
717	56	required_for	Undifferentiated pleomorphic sarcoma	high degree of pleomorphism	a high degree of pleomorphism should classify any tumor as an undifferentiated pleomorphic sarcoma	Adult fibrosarcomas show a mild to moderate degree of pleomorphism. Note that a high degree of pleomorphism should classify any tumor as an undifferentiated pleomorphic sarcoma.	
718	773	required_for	Pulmonary veno-occlusive disease (PVOD)	biopsy	The gold standard for diagnosis is a biopsy	The gold standard for diagnosis is a biopsy	
719	179	required_for	Cyanotic Congenital Heart Disease	echocardiography	Echocardiography usually confirms the diagnosis	Echocardiography usually confirms the diagnosis.	
720	326	required_for	Epidural abscess	MRI	combined with an MRI scan for the more exact localization of the pathology	combined with an MRI scan for the more exact localization of the pathology	
721	49	required_for	Abscess	physical examination	Diagnosis of cutaneous and subcutaneous abscesses is by physical examination	Diagnosis of cutaneous and subcutaneous abscesses is by physical examination	
722	522	required_for	Schizoaffective disorder	prominent delusions and / or hallucinations for at least 2 weeks	prominent delusions and / or hallucinations for at least 2 weeks	More specifically, schizoaffective disorder can be distinguished from a depressive or bipolar disorder with psychotic features based on the presence of prominent delusions and / or hallucinations for at least 2 weeks in the absence of a major mood episode.	
723	56	required_for	Osteosarcoma	Core needle biopsy	Core needle biopsy is achieved via a single deep stab	Core needle biopsy is achieved via a single deep stab	
724	773	required_for	HOCM	outflow gradient of 50 mmHg or more	an outflow gradient of 50 mmHg or more	Angiotensin-converting enzyme inhibitors and nitrates should be avoided as these medications decrease afterload, worsening left ventricular outflow tract obstruction.[8][9][10][11] Surgical intervention is reserved for patients who are resistant to lifestyle and medical management or have an outflow gradient of 50 mmHg or more.	
725	179	required_for	Pulmonary atresia with ventricular septal defect	fetal ultrasound	fetal ultrasound	Early detection through fetal ultrasound or postnatal echocardiography is crucial, as untreated cases can lead to severe cyanosis, heart failure, and life-threatening complications.	
726	326	required_for	Osteomyelitis	imaging studies	Diagnosing osteomyelitis relies on clinical evaluation, laboratory testing, and imaging studies	Diagnosing osteomyelitis relies on clinical evaluation, laboratory testing, and imaging studies. Imaging techniques, including x-rays, MRI, computed tomography (CT), and nuclear medicine studies such as bone scintigraphy, gallium scanning, and 18F-fluorodeoxyglucose positron emission tomography-CT (18F-FDG PET-CT), play a crucial role in identifying the early and chronic changes of osteomyelitis.	
727	49	required_for	Intra-abdominal Abscess	drainage	All intra-abdominal abscesses require drainage	All intra-abdominal abscesses require drainage, either by percutaneous catheters or surgery. Drainage	
728	522	required_for	Major depressive disorder with psychotic features	interval of at least 2 consecutive months	For an episode to be considered recurrent, there must be an interval of at least 2 consecutive months between separate episodes in which criteria are not met fo	188) 296.26 (F325) 296.36 (F33.42) Unspecified 296.20 (F329) 296.30 (F33.9) ‘For an episode to be considered recurrent, there must be an interval of at least 2 consecutive months between separate episodes in which criteria are not met for a major depressive episode.	
729	56	required_for	osteosarcoma	systemic staging	should initiate systemic staging	should initiate systemic staging	
730	773	required_for	Pulmonary Hypertension	pulmonary function tests (PFTs)	pulmonary function tests (PFTs)	pulmonary function tests (PFTs)	
731	179	required_for	Congenital Heart Disease	fetal echocardiogram	A fetal echocardiogram should be performed	A fetal echocardiogram should be performed	
732	326	required_for	Spinal epidural abscess	high index of suspicion	Diagnosis requires a high index of suspicion	Gross pathology reveals purulent, exudative material in acute cases and granulation tissue in chronic disease.[5] Diagnosis requires a high index of suspicion, with MRI as the gold standard for spinal disease.	
733	49	required_for	Appendicitis	laboratory findings	laboratory	The indications for appendectomy remain similar to non-neoplastic conditions and should be decided according to the physical examination, laboratory, and imaging findings present at the initial presentation.[9]	
734	522	required_for	Dementia with Lewy Bodies	rigorous history and physical exam	A rigorous history and physical exam	A rigorous history and physical exam, with ancillary testing including imaging and nuclear studies that like DAT, CSF profiles, and tau and amyloid pathology can be useful for diagnostic purposes but does not change medical management of these disorders.	
735	56	required_for	Non-small cell lung cancer (NSCLC)	immunohistochemistry	immunohistochemistry and light microscopy	This classification system relies on immunohistochemistry and light microscopy in order to better guide treatment and determine a prognostic course. It is poorly differentiated and cannot be further classified by immunohistochemistry (IHC) or electron microscopy.	
736	773	required_for	Pulmonary Hypertension	cardiopulmonary exercise testing (CPET)	cardiopulmonary exercise testing (CPET)	cardiopulmonary exercise testing (CPET)	
737	179	required_for	Congenital heart defects	pulse oximetry screening	pulse oximetry screening for CCHD	if an abnormality is suspected, then the patient is referred for a detailed fetal echocardiogram.[12] Despite these prenatal screenings, approximately 50% of CCHDs may be missed, and nearly 30% of infants born with a CCHD are discharged without a diagnosis.[12] Given these statistics, it is vital that providers understand the process and limitations of pulse oximetry screening for CCHD.	
738	326	required_for	Vertebral osteomyelitis	clinical studies confirming efficacy of the oral drug	clinical studies confirming efficacy of the oral drug	clinical studies confirming efficacy of the oral drug	
739	49	required_for	Diverticulitis	colonoscopic evidence of inflammation	colonoscopic and/or radiological evidence of inflammation	A position statement by the Association of Coloproctology of Great Britain and Ireland (ACPGBI) on elective resection for diverticulitis states that ‘patients should not be told that they have diverticulitis unless there is colonoscopic and/or radiological evidence of inflammation in the presence of diverticular disease’.	
740	522	required_for	Delirium	imaging	obtaining imaging when indicated	The evaluation involves taking a thorough history, performing a complete physical examination, obtaining laboratory testing, and obtaining imaging when indicated.	
741	773	required_for	Patent Foramen Ovale	detailed echocardiographic workup	detailed echocardiographic workup	Most patients with cryptogenic stroke have a patent foramen ovale which serves as a channel for paradoxical emboli leading to a greater incidence of cerebrovascular accidents.[3] Proper screening for patent foramen ovale requires transthoracic agitated saline contrast echocardiography during a cough or in conjunction with Valsalva maneuver.[36][37] Interatrial shunting is confirmed by the presence	
742	179	required_for	Hereditary Thrombocytopenias	physical examination	physical examination	physical examination	
743	49	required_for	Diverticulitis	radiological evidence of inflammation	colonoscopic and/or radiological evidence of inflammation	A position statement by the Association of Coloproctology of Great Britain and Ireland (ACPGBI) on elective resection for diverticulitis states that ‘patients should not be told that they have diverticulitis unless there is colonoscopic and/or radiological evidence of inflammation in the presence of diverticular disease’.	
744	522	required_for	Vascular dementia	statin use	Current guidance favors using statins because of their known cardiovascular benefit and LDL reduction for secondary prevention	diuretic use suggested benefit in some studies, but results were inconsistent, and data in individuals younger than 65 were too limited to produce meaningful analyses.[22] A recent data analysis from the Health and Retirement Study (HRS) revealed that low LDL-C levels (<70 mg/dL, and especially <55 mg/dL) were associated with significantly slower cognitive decline.[23] Despite concerns about cogni	
745	773	required_for	Chronic Thromboembolic Pulmonary Hypertension	CT pulmonary angiography	Patients with perfusion defects are further evaluated by CT pulmonary angiography and right heart catheterization	Patients with perfusion defects are further evaluated by CT pulmonary angiography and right heart catheterization	
746	179	required_for	acquired amegakaryocytic thrombocytopenia	complete blood count	patients with suspected acquired amegakaryocytic thrombocytopenia require a complete blood count	As with congenital amegakaryocytic thrombocytopenia, patients with suspected acquired amegakaryocytic thrombocytopenia require a complete blood count and peripheral smear.	
747	49	required_for	Inflammatory bowel disease	clinical features	based on a combination of clinical, endoscopic, radiological, and histological features	There is no gold standard for the diagnosis of IBD, which is often made based on a combination of clinical, endoscopic, radiological, and histological features, none of which are specific for the condition. Acute self‐limited infective type colitis (previously known as “dysentery”) can usually be differentiated based on clinical and histological findings.	
748	522	required_for	Vitamin B12 deficiency	at least 1 common symptom or sign	at least 1 common symptom or sign	at least 1 common symptom or sign	
749	773	required_for	Congenital Heart Disease	fetal echocardiogram	A fetal echocardiogram should be performed	A fetal echocardiogram should be performed	
750	179	required_for	acquired amegakaryocytic thrombocytopenia	fibrinogen	Clinicians should consider cultures, prothrombin time, activated partial thromboplastin time, and fibrinogen to evaluate for sepsis or disseminated intravascula	Clinicians should consider cultures, prothrombin time, activated partial thromboplastin time, and fibrinogen to evaluate for sepsis or disseminated intravascular coagulation in patients with a fever or evidence of systemic infection.	
751	49	required_for	Appendicitis	definitive histopathological diagnosis	are determined only after the appendectomy	Therefore, the definitive histopathological diagnosis, classification, and the need for additional therapies and surgeries are determined only after the appendectomy.	
752	522	required_for	Delirium	Confusion Assessment Method (CAM)	Confusion Assessment Method (CAM)	One of the tools with the most widespread use is the Confusion Assessment Method (CAM).	
753	773	required_for	Pulmonary hypertension	pulmonary artery pressure	or ≥ 35 mm Hg during exercise.	or ≥ 35 mm Hg during exercise.	
754	179	required_for	Bleeding disorder	platelet count	platelet count (normal = 150,000 to 500,000/ml)	Routine laboratory analysis for clotting disorders starts with platelet count, prothrombin time (PT), partial thromboplastin time (aPTT), the international normalized ratio (INR), and bleeding time. The platelet count should not only be sufficient (normal = 150,000 to 500,000/ml) but also functional.	
755	49	required_for	splenic abscess	close follow-up	Close follow-up is essential after treatment of a splenic abscess	Close follow-up is essential after treatment of a splenic abscess. Late complications and recurrence are common, and close monitoring is required.	
756	522	required_for	Schizophreniform disorder	symptoms present for more than 1 month but less than 6 months	more than 1 month but less than 6 months	To meet criteria for diagnosing schizophrenia, clinical symptoms should be present for at least 6 months. If symptoms are present for less than 1 month, the condition is called a brief psychotic disorder.	
757	773	required_for	Patent Foramen Ovale	post-closure echocardiography	post-closure echocardiography should show adequate reduction or abolition	post-closure echocardiography should show adequate reduction or abolition	
758	179	required_for	Pulmonary atresia with ventricular septal defect	surgical intervention	Surgical intervention, often in multiple stages, is required	Surgical intervention, often in multiple stages, is required to establish pulmonary blood flow and improve long-term survival. Participants gain insight into prenatal and postnatal screening techniques, imaging modalities, and individualized surgical strategies based on anatomical presentation.	
759	49	required_for	Abscess	size over 8 cm	surgical drainage is needed if the abscess is over 8 cm	A study by Perez and Medina reported that surgical drainage is needed if the abscess is over 8 cm or if there is failure to respond to adequate antibiotic treatment within 2 to 3 days.[20] The criteria for treatment failure include: no reduction in abscess size;	
760	522	required_for	Vascular Dementia	neuropsychological testing	The standard workup for vascular dementia includes neuroimaging, laboratory assessment, and, if at all possible, neuropsychological testing	The standard workup for vascular dementia includes neuroimaging, laboratory assessment, and, if at all possible, neuropsychological testing.	
761	773	required_for	Patent Foramen Ovale	transesophageal echocardiography	transesophageal echocardiography may be performed to assess for the presence of a PFO	In patients with a history of major decompression symptoms without provoking factors, transesophageal echocardiography may be performed to assess for the presence of a PFO or septal defect.[8][9][3] Patients with known PFO or septal defects may dive if these patients can otherwise tolerate exercise without symptoms.	
762	179	required_for	Thrombocytopenia	complete blood count (CBC)	complete blood count (CBC)	Evaluation of patients with isolated thrombocytopenia begins with a complete blood count (CBC), peripheral blood smear, and testing for HIV and hepatitis C virus.	
763	49	required_for	Diverticulitis	cross-sectional imaging	a reliable diagnosis of diverticulitis requires cross-sectional imaging	Therefore, a reliable diagnosis of diverticulitis requires cross-sectional imaging both in the ambulant setting and in hospital.	
764	522	required_for	Catatonia	neuroimaging	now more importance placed now on neuroimaging in cases of catatonia	now more importance placed now on neuroimaging in cases of catatonia	
765	773	required_for	Pulmonary Hypertension	blood pressure monitoring	monitoring of blood pressure	monitoring of blood pressure	
766	179	required_for	Hereditary Thrombocytopenias	peripheral blood smears	peripheral blood smears	peripheral blood smears	
767	49	required_for	toxoplasma infection	toxoplasma-specific antibodies	toxoplasma-specific antibodies	toxoplasma-specific antibodies (immunoglobulin [Ig]G, IgM, and IgA) require testing in all cases of suspected infection. The half-life of toxoplasma IgM and IgA antibodies is 5 and 10 days.	
768	522	required_for	delirium	medical evaluation	A full medical evaluation so medical diagnoses, such as delirium, can be treated is key	A full medical evaluation so medical diagnoses, such as delirium, can be treated is key	
769	179	required_for	Bleeding disorder	partial thromboplastin time (aPTT)	partial thromboplastin time (normal = 25 to 40s)	Routine laboratory analysis for clotting disorders starts with platelet count, prothrombin time (PT), partial thromboplastin time (aPTT), the international normalized ratio (INR), and bleeding time. Partial thromboplastin time (normal = 25 to 40s) measures the efficacy of von Willebrand Factor and factors VIII, IX, XI, and XII.[11]	
770	49	required_for	Inflammatory bowel disease	radiological features	based on a combination of clinical, endoscopic, radiological, and histological features	There is no gold standard for the diagnosis of IBD, which is often made based on a combination of clinical, endoscopic, radiological, and histological features, none of which are specific for the condition.	
771	522	required_for	dementia with Lewy bodies	diagnosis	equivalent access to diagnosis	equivalent access to diagnosis	
772	179	required_for	Pulmonary atresia with ventricular septal defect	early detection	early detection	early detection	
773	49	required_for	Abscesses	anaerobic culture	can be diagnosed with appropriate anaerobic culture	can be diagnosed with appropriate anaerobic culture	
774	522	required_for	Schizophrenia	clinical symptoms present for at least 6 months	at least 6 months	To meet criteria for diagnosing schizophrenia, clinical symptoms should be present for at least 6 months. If symptoms are present for less than 1 month, the condition is called a brief psychotic disorder.	
