case_key,family,arm,label,equivalence,direction,vignette_consistency,explanation
MCR_v1_seq100/105,MCR,raw_vignette,Severe heat stroke complicated by acute cerebellar injury,compatible_partial,narrower,supported,The output adds a specific complication (acute cerebellar injury) which is supported by the vignette but not explicitly demanded by the reference.
MCR_v1_seq100/105,MCR,typed_event_graph,Severe heat stroke with acute cerebellar syndrome,compatible_partial,narrower,supported,The output adds a specific complication (acute cerebellar syndrome) which is supported by the vignette but not explicitly demanded by the reference.
MCR_v1_seq100/109,MCR,flat_facts,Right basal ganglia brain abscess (bacterial or fungal opportunist),incorrect,different,contradicted,"The reference is Aspergillosis. This output suggests a bacterial or fungal opportunist brain abscess, which is broader and not specific to Aspergillosis."
MCR_v1_seq100/109,MCR,typed_event_graph,Infective endocarditis with septic emboli to the brain (right basal ganglia abscess/cerebritis) secondary to intravenous drug use,incorrect,different,contradicted,"The reference is Aspergillosis. This output suggests infective endocarditis with septic emboli, which is a different diagnosis. Echocardiography showed no vegetations."
MCR_v1_seq100/109,MCR,raw_vignette,"Pyogenic brain abscess (septic embolic, likely from occult infective endocarditis or other source)",incorrect,different,contradicted,"The reference is Aspergillosis. This output suggests a pyogenic brain abscess, which is a different diagnosis. It also suggests endocarditis, which was ruled out."
MCR_v1_seq100/11,MCR,raw_vignette,"Catastrophic antiphospholipid syndrome (CAPS) triggered by infection, with multiorgan failure (cardiac, renal, pulmonary, hepatic, splenic and renal infarcts)",incorrect,different,supported,"The output identifies a different primary diagnosis. While CAPS is supported by the vignette, it is not the benchmark diagnosis."
MCR_v1_seq100/112,MCR,typed_event_graph,"Synthetic cathinone (bath salts) intoxication causing severe hyperthermia, rhabdomyolysis, and acute kidney injury (KDIGO stage 3) requiring hemodialysis",complete_equivalent,same,supported,The output identifies the core diagnosis and all material complications supported by the vignette.
MCR_v1_seq100/112,MCR,raw_vignette,"Synthetic cathinone (bath salts) intoxication complicated by severe hyperthermia, rhabdomyolysis, and acute kidney injury (acute tubular necrosis)",complete_equivalent,same,supported,The output identifies the core diagnosis and all material complications supported by the vignette.
MCR_v1_seq100/112,MCR,flat_facts,"Acute kidney injury (stage 3) secondary to severe rhabdomyolysis caused by synthetic cathinone (bath salts) intoxication, complicated by hyperkalemia and hyperthermia.",compatible_partial,narrower,supported,"The output correctly identifies the etiology and complications but presents AKI as the primary diagnosis, not the intoxication."
MCR_v1_seq100/117,MCR,flat_facts,Catastrophic antiphospholipid syndrome (CAPS) with pulmonary and cutaneous involvement,compatible_partial,narrower,supported,"The output specifies 'Catastrophic' and organ involvement, which are narrower than the general syndrome."
MCR_v1_seq100/117,MCR,typed_event_graph,Catastrophic antiphospholipid syndrome (CAPS) triggered by infection,compatible_partial,narrower,supported,"The output specifies 'Catastrophic' and a trigger, which are narrower than the general syndrome."
MCR_v1_seq100/117,MCR,raw_vignette,Catastrophic antiphospholipid syndrome (CAPS) triggered by RSV/EBV infection,compatible_partial,narrower,supported,"The output specifies 'Catastrophic' and specific triggers, which are narrower than the general syndrome."
MCR_v1_seq100/119,MCR,flat_facts,Benign serous cystadenoma of the ovary,incorrect,different,contradicted,The output identifies 'serous cystadenoma' which is a different diagnosis from the reference 'cystadenofibroma'.
MCR_v1_seq100/119,MCR,typed_event_graph,Benign serous cystadenoma of the ovary,incorrect,different,contradicted,The output identifies 'serous cystadenoma' which is a different diagnosis from the reference 'cystadenofibroma'.
MCR_v1_seq100/119,MCR,raw_vignette,Benign serous cystadenoma of the ovary,incorrect,different,contradicted,The output identifies 'serous cystadenoma' which is a different diagnosis from the reference 'cystadenofibroma'.
MCR_v1_seq100/12,MCR,raw_vignette,Tumor-induced osteomalacia (TIO) due to phosphaturic mesenchymal tumor of the right fibular head,complete_equivalent,same,supported,The output identifies the same diagnosis and adds supported specificity regarding the tumor type and location.
MCR_v1_seq100/123,MCR,typed_event_graph,Eosinophilic granuloma (Langerhans cell histiocytosis) of left clavicle with pathologic fracture,incorrect,different,supported,The output identifies a different diagnosis (Eosinophilic granuloma) than the reference (chronic osteomyelitis).
MCR_v1_seq100/123,MCR,flat_facts,Ewing sarcoma of left clavicle with pathologic fracture,incorrect,different,supported,The output identifies a different diagnosis (Ewing sarcoma) than the reference (chronic osteomyelitis).
MCR_v1_seq100/123,MCR,raw_vignette,Ewing sarcoma of the left clavicle with pathologic fracture,incorrect,different,supported,The output identifies a different diagnosis (Ewing sarcoma) than the reference (chronic osteomyelitis).
MCR_v1_seq100/124,MCR,typed_event_graph,"Systemic sarcoidosis with myositis, myocarditis, and neurosarcoidosis",incorrect,different,contradicted,"The output identifies sarcoidosis, which is a different diagnosis from the benchmark's echovirus 11 infection."
MCR_v1_seq100/124,MCR,flat_facts,"Paraneoplastic neuromyopathy (myositis, myocarditis, myelitis) associated with mantle cell lymphoma in complete remission, complicated by rhabdomyolysis and acute kidney injury",incorrect,different,contradicted,"The output identifies paraneoplastic neuromyopathy, which is a different diagnosis from the benchmark's echovirus 11 infection."
MCR_v1_seq100/124,MCR,raw_vignette,Paraneoplastic inflammatory myopathy with myocarditis and myelitis associated with mantle cell lymphoma,incorrect,different,contradicted,"The output identifies paraneoplastic inflammatory myopathy, which is a different diagnosis from the benchmark's echovirus 11 infection."
MCR_v1_seq100/15,MCR,flat_facts,Congenital lipoma of the dorsal tongue,incorrect,different,supported,The output identifies 'lipoma' which is a different diagnosis from the reference 'leiomyomatous hamartoma'.
MCR_v1_seq100/15,MCR,raw_vignette,Congenital lipoma of the tongue,incorrect,different,supported,The output identifies 'lipoma' which is a different diagnosis from the reference 'leiomyomatous hamartoma'.
MCR_v1_seq100/15,MCR,typed_event_graph,Congenital lipoma of the dorsal tongue,incorrect,different,supported,The output identifies 'lipoma' which is a different diagnosis from the reference 'leiomyomatous hamartoma'.
MCR_v1_seq100/17,MCR,raw_vignette,Steroid-refractory immune checkpoint inhibitor-induced pneumonitis (grade 3) in a patient with epithelioid pleural mesothelioma treated with ipilimumab and nivolumab,complete_equivalent,same,supported,The output identifies the same diagnosis and includes all material components from the reference and vignette.
MCR_v1_seq100/17,MCR,typed_event_graph,Steroid-refractory immune checkpoint inhibitor-induced pneumonitis,compatible_partial,narrower,supported,"The output is compatible but omits the grade and steroid-refractory status, which are material components."
MCR_v1_seq100/17,MCR,flat_facts,Steroid-refractory immune checkpoint inhibitor-induced pneumonitis (grade 3) in a patient with epithelioid pleural mesothelioma,complete_equivalent,same,supported,The output identifies the same diagnosis and includes all material components from the reference and vignette.
MCR_v1_seq100/20,MCR,flat_facts,"Systemic lupus erythematosus (SLE) with serositis, cytopenias, and inflammatory arthritis",incorrect,different,supported,"The output identifies SLE and its manifestations, which are present in the vignette, but completely misses the benchmark diagnosis of Type 4 renal tubular acidosis."
MCR_v1_seq100/20,MCR,raw_vignette,"Systemic lupus erythematosus with lupus nephritis (class IV) and serositis (pleural and pericardial effusions), complicated by type IV renal tubular acidosis (hyperkalemic non-anion gap metabolic acidosis with hypoaldosteronism)",complete_equivalent,same,supported,"The output correctly identifies Type 4 renal tubular acidosis and provides supporting details from the vignette, including the underlying cause (SLE)."
MCR_v1_seq100/20,MCR,typed_event_graph,"Systemic lupus erythematosus (SLE) with hematologic, serositis, arthritis, and renal involvement (lupus nephritis)",incorrect,different,supported,"The output identifies SLE and its manifestations, which are present in the vignette, but completely misses the benchmark diagnosis of Type 4 renal tubular acidosis."
MCR_v1_seq100/23,MCR,raw_vignette,Malignant chondroid syringoma (malignant mixed tumor of the skin),incorrect,different,contradicted,"The reference diagnosis is Adenoid Cystic Carcinoma. The output identifies Malignant Chondroid Syringoma, which is a different diagnosis."
MCR_v1_seq100/23,MCR,typed_event_graph,"Malignant chondroid syringoma (malignant mixed tumor) of the vulva, recurrent, with multiple local recurrences over 10 years",incorrect,different,contradicted,"The reference diagnosis is Adenoid Cystic Carcinoma. The output identifies Malignant Chondroid Syringoma, which is a different diagnosis."
MCR_v1_seq100/23,MCR,flat_facts,"Malignant chondroid syringoma (malignant mixed tumor) of the left labia majora, recurrent",incorrect,different,contradicted,"The reference diagnosis is Adenoid Cystic Carcinoma. The output identifies Malignant Chondroid Syringoma, which is a different diagnosis."
MCR_v1_seq100/24,MCR,flat_facts,"Superior mesenteric artery syndrome (SMA syndrome) – acute extrinsic compression of third part of duodenum by SMA and aorta, causing gastric outlet obstruction and dehydration.",complete_equivalent,same,supported,The output identifies the correct diagnosis and adds supported details from the vignette.
MCR_v1_seq100/24,MCR,raw_vignette,Superior mesenteric artery syndrome (Wilkie syndrome),complete_equivalent,same,supported,"The output correctly identifies the diagnosis, including a common synonym."
MCR_v1_seq100/24,MCR,typed_event_graph,Superior mesenteric artery syndrome with acute gastric dilatation and dehydration,compatible_partial,broader,supported,"The output correctly identifies the core diagnosis but adds complications/findings as part of the diagnosis, making it broader."
MCR_v1_seq100/26,MCR,flat_facts,Migraine with brainstem aura (basilar-type migraine) presenting with acute confusional state and transient hypertension,incorrect,different,contradicted,The output identifies a different diagnosis (migraine) than the reference (epilepsy). The added details are not the core diagnosis.
MCR_v1_seq100/26,MCR,typed_event_graph,Migraine with brainstem aura (basilar-type migraine),incorrect,different,contradicted,The output identifies a different diagnosis (migraine) than the reference (epilepsy). It does not capture the core diagnosis.
MCR_v1_seq100/26,MCR,raw_vignette,"Acute confusional migraine (migraine with aura, confusional type)",incorrect,different,contradicted,The output identifies a different diagnosis (migraine) than the reference (epilepsy). It does not capture the core diagnosis.
MCR_v1_seq100/27,MCR,raw_vignette,Ovarian fibroma (benign sex cord-stromal tumor),incorrect,different,contradicted,"The output identifies a different diagnosis. The reference is massive ovarian edema, not an ovarian fibroma."
MCR_v1_seq100/27,MCR,flat_facts,"Pelvic/retroperitoneal lymphatic malformation (lymphangioma) with associated lymphedema of left leg and labia, and double inferior vena cava",incorrect,different,contradicted,"The output identifies a different diagnosis. The reference is massive ovarian edema, not a lymphatic malformation."
MCR_v1_seq100/27,MCR,typed_event_graph,Malignant ovarian tumor (high-grade serous carcinoma),incorrect,different,contradicted,"The output identifies a different diagnosis. The reference is massive ovarian edema, not a malignant ovarian tumor."
MCR_v1_seq100/28,MCR,typed_event_graph,"Drug reaction with eosinophilia and systemic symptoms (DRESS) syndrome induced by ciprofloxacin, with generalized bullous eruption, fever, eosinophilia, and cholestatic hepatitis",incorrect,different,contradicted,"The output diagnoses DRESS syndrome, which is a different condition from Toxic Epidermal Necrolysis (TEN). The clinical presentation is more consistent with TEN."
MCR_v1_seq100/28,MCR,flat_facts,Ciprofloxacin-induced DRESS syndrome with cholestatic hepatitis and generalized vesiculobullous eruption,incorrect,different,contradicted,"The output diagnoses DRESS syndrome, which is a different condition from Toxic Epidermal Necrolysis (TEN). The clinical presentation is more consistent with TEN."
MCR_v1_seq100/28,MCR,raw_vignette,Drug reaction with eosinophilia and systemic symptoms (DRESS) syndrome with acute liver injury,incorrect,different,contradicted,"The output diagnoses DRESS syndrome, which is a different condition from Toxic Epidermal Necrolysis (TEN). The clinical presentation is more consistent with TEN."
MCR_v1_seq100/29,MCR,flat_facts,Sporadic Creutzfeldt-Jakob disease (CJD),incorrect,different,contradicted,"The output identifies Creutzfeldt-Jakob disease, which is a different diagnosis from cerebral venous thrombosis."
MCR_v1_seq100/29,MCR,raw_vignette,Sporadic Creutzfeldt-Jakob disease (sCJD),incorrect,different,contradicted,"The output identifies Creutzfeldt-Jakob disease, which is a different diagnosis from cerebral venous thrombosis."
MCR_v1_seq100/29,MCR,typed_event_graph,Sporadic Creutzfeldt-Jakob disease (rapidly progressive dementia),incorrect,different,contradicted,"The output identifies Creutzfeldt-Jakob disease, which is a different diagnosis from cerebral venous thrombosis."
MCR_v1_seq100/3,MCR,raw_vignette,嗜酸性肉芽肿性多血管炎（EGPA）伴周围神经病变（右足下垂）,complete_equivalent,same,supported,"The output is a direct translation of the reference, with added vignette-supported detail."
MCR_v1_seq100/41,MCR,typed_event_graph,Gastric antrum gastrointestinal stromal tumor (GIST) with ulceration and duodenal compression,incorrect,different,contradicted,"The output identifies GIST, which contradicts the fat-tissue attenuation seen on CT, a key finding for lipoma."
MCR_v1_seq100/41,MCR,raw_vignette,Gastric submucosal lipoma (胃黏膜下脂肪瘤),complete_equivalent,same,supported,The output correctly identifies gastric lipoma and adds 'submucosal' which is supported by the vignette.
MCR_v1_seq100/41,MCR,flat_facts,Gastric submucosal lipoma,complete_equivalent,same,supported,The output correctly identifies gastric lipoma and adds 'submucosal' which is supported by the vignette.
MCR_v1_seq100/42,MCR,typed_event_graph,Pleomorphic adenoma of minor salivary gland in right buccal space,incorrect,different,contradicted,The output identifies a different diagnosis (Pleomorphic adenoma) than the reference (Keratocystic odontogenic tumour).
MCR_v1_seq100/42,MCR,flat_facts,Dermoid cyst of the buccal space,incorrect,different,contradicted,The output identifies a different diagnosis (Dermoid cyst) than the reference (Keratocystic odontogenic tumour).
MCR_v1_seq100/42,MCR,raw_vignette,Chronic (organizing) abscess of the right buccal space,incorrect,different,contradicted,The output identifies a different diagnosis (Chronic abscess) than the reference (Keratocystic odontogenic tumour).
MCR_v1_seq100/43,MCR,typed_event_graph,"Disseminated tuberculosis (pulmonary, spinal, cutaneous) with spinal cord compression",incorrect,different,contradicted,"The benchmark reference is 'IgA nephropathy', which is not mentioned or implied by this output."
MCR_v1_seq100/43,MCR,raw_vignette,"Disseminated tuberculosis (pulmonary, spinal, cutaneous, renal) with spinal cord compression",incorrect,different,contradicted,"The benchmark reference is 'IgA nephropathy', which is not mentioned or implied by this output."
MCR_v1_seq100/43,MCR,flat_facts,"Disseminated tuberculosis (pulmonary, spinal, cutaneous, and renal) with Pott's disease and epidural abscess causing spinal cord compression",incorrect,different,contradicted,"The benchmark reference is 'IgA nephropathy', which is not mentioned or implied by this output."
MCR_v1_seq100/45,MCR,flat_facts,Deep granuloma annulare (subcutaneous granuloma annulare) of the periorbital region,complete_equivalent,same,supported,The output identifies the same diagnosis and adds supported anatomical specificity.
MCR_v1_seq100/45,MCR,typed_event_graph,Post-dacryocystorhinostomy mucocele with granulomatous inflammation,incorrect,different,contradicted,"This is a different diagnosis. The histopathology points to granuloma annulare, not a mucocele."
MCR_v1_seq100/45,MCR,raw_vignette,Necrobiotic xanthogranuloma (NXG),incorrect,different,contradicted,"This is a different diagnosis. While both involve necrobiosis, the specific histopathology points to granuloma annulare."
MCR_v1_seq100/46,MCR,flat_facts,"Systemic sarcoidosis with gastrointestinal involvement (stomach, duodenum, colon) and hepatosplenomegaly",complete_equivalent,same,supported,The output identifies sarcoidosis and includes all material components supported by the vignette.
MCR_v1_seq100/46,MCR,typed_event_graph,Sarcoidosis with gastrointestinal and hepatosplenic involvement,complete_equivalent,same,supported,The output identifies sarcoidosis and includes all material components supported by the vignette.
MCR_v1_seq100/46,MCR,raw_vignette,Systemic sarcoidosis with gastrointestinal involvement,compatible_partial,narrower,supported,"The output omits hepatosplenomegaly, which is a material finding supported by the vignette."
MCR_v1_seq100/47,MCR,raw_vignette,Metastatic melanoma involving the liver (unknown primary),complete_equivalent,same,supported,"Identifies the same diagnosis, etiology, and primary status as the reference."
MCR_v1_seq100/47,MCR,flat_facts,"Metastatic malignant melanoma to liver, BRAF V600E mutant, with occult primary",compatible_partial,narrower,supported,Adds a specific genetic mutation (BRAF V600E) which is supported by the vignette but not explicitly demanded by the reference.
MCR_v1_seq100/47,MCR,typed_event_graph,Metastatic melanoma to the liver (primary site occult),complete_equivalent,same,supported,"Identifies the same diagnosis, etiology, and primary status as the reference."
MCR_v1_seq100/5,MCR,typed_event_graph,Primary central nervous system lymphoma (PCNSL),incorrect,different,supported,The output identifies a different diagnosis (PCNSL) than the reference (cryptococcoma).
MCR_v1_seq100/5,MCR,flat_facts,Glioblastoma multiforme (butterfly glioma) of the corpus callosum,incorrect,different,supported,The output identifies a different diagnosis (Glioblastoma) than the reference (cryptococcoma).
MCR_v1_seq100/5,MCR,raw_vignette,Primary central nervous system lymphoma (PCNSL) of the corpus callosum,incorrect,different,supported,The output identifies a different diagnosis (PCNSL) than the reference (cryptococcoma).
MCR_v1_seq100/54,MCR,raw_vignette,"Classic trigeminal neuralgia (idiopathic), possibly vaccine-associated",complete_equivalent,same,supported,"The output identifies the same diagnosis and adds supported detail (idiopathic, vaccine-associated)."
MCR_v1_seq100/54,MCR,typed_event_graph,Classic trigeminal neuralgia (G50.0),complete_equivalent,same,supported,The output identifies the same diagnosis. The ICD-10 code is a standard addition.
MCR_v1_seq100/54,MCR,flat_facts,Classic trigeminal neuralgia (Type 1),complete_equivalent,same,supported,The output identifies the same diagnosis. 'Type 1' is a common classification for classic trigeminal neuralgia.
MCR_v1_seq100/55,MCR,raw_vignette,High-grade urothelial carcinoma of the bladder with secondary Escherichia coli urinary tract infection,incorrect,different,contradicted,The output identifies a different primary diagnosis (urothelial carcinoma) than the reference (post-transplant lymphoproliferative disorder).
MCR_v1_seq100/55,MCR,flat_facts,Urothelial carcinoma of the bladder with secondary E. coli urinary tract infection and bacteremia,incorrect,different,contradicted,The output identifies a different primary diagnosis (urothelial carcinoma) than the reference (post-transplant lymphoproliferative disorder).
MCR_v1_seq100/55,MCR,typed_event_graph,Acute pyelonephritis (left-sided) with Escherichia coli bacteremia and urosepsis in an immunocompromised bilateral lung transplant recipient,incorrect,different,contradicted,The output identifies a different primary diagnosis (acute pyelonephritis) than the reference (post-transplant lymphoproliferative disorder).
MCR_v1_seq100/58,MCR,typed_event_graph,"Left testicular malignant neoplasm (seminoma or non-seminoma, stage not specified)",compatible_partial,broader,supported,"The output is a broad category of testicular malignancy, not the specific tumor type in the reference."
MCR_v1_seq100/58,MCR,flat_facts,Adenocarcinoma of the rete testis (or epididymis),incorrect,different,contradicted,The output identifies a different tumor type (adenocarcinoma) and location (rete testis/epididymis) than the reference (mixed sex cord-stromal tumor).
MCR_v1_seq100/58,MCR,raw_vignette,Testicular adenocarcinoma of the rete testis,incorrect,different,contradicted,The output identifies a different tumor type (adenocarcinoma) and location (rete testis) than the reference (mixed sex cord-stromal tumor).
MCR_v1_seq100/6,MCR,typed_event_graph,"Caterpillar hair-induced keratitis (ophthalmia nodosa) with retained intracorneal setae, presenting as deep stromal keratitis two months after DSAEK",incorrect,different,contradicted,The output identifies a different etiology (caterpillar hair) than the reference (Exophiala xenobiotica).
MCR_v1_seq100/6,MCR,raw_vignette,Ophthalmia nodosa (caterpillar hair keratitis) of the right cornea,incorrect,different,contradicted,The output identifies a different etiology (caterpillar hair) than the reference (Exophiala xenobiotica).
MCR_v1_seq100/6,MCR,flat_facts,"Ophthalmia nodosa (caterpillar hair-induced keratitis) of the right eye, reactivation after DSAEK",incorrect,different,contradicted,The output identifies a different etiology (caterpillar hair) than the reference (Exophiala xenobiotica).
MCR_v1_seq100/60,MCR,flat_facts,Acute bilateral iliopsoas pyomyositis (presumed bacterial) with sepsis and acute-on-chronic kidney injury,incorrect,different,supported,"The output identifies pyomyositis, sepsis, and AKI, which are different conditions from polymyalgia rheumatica. The vignette supports these findings."
MCR_v1_seq100/60,MCR,typed_event_graph,Polymyositis (idiopathic inflammatory myopathy) with bilateral iliopsoas involvement,incorrect,different,supported,"The output identifies polymyositis, which is a different condition from polymyalgia rheumatica. The vignette supports iliopsoas involvement."
MCR_v1_seq100/60,MCR,raw_vignette,Idiopathic inflammatory myopathy (polymyositis) with bilateral iliopsoas involvement,incorrect,different,supported,"The output identifies polymyositis, which is a different condition from polymyalgia rheumatica. The vignette supports iliopsoas involvement."
MCR_v1_seq100/64,MCR,typed_event_graph,"Metastatic colorectal cancer (likely cecal) with acute perforated appendicitis, hepatic and mediastinal metastases, and pulmonary involvement",incorrect,different,contradicted,"The output identifies metastatic colorectal cancer, which is a different diagnosis than the benchmark's small cell lung carcinoma."
MCR_v1_seq100/64,MCR,raw_vignette,Metastatic colorectal adenocarcinoma (stage IV) with perforated appendicitis and peritonitis,incorrect,different,contradicted,"The output identifies metastatic colorectal adenocarcinoma, which is a different diagnosis than the benchmark's small cell lung carcinoma."
MCR_v1_seq100/64,MCR,flat_facts,"Extensive-stage small cell lung carcinoma (primary lung) with hepatic metastases, mediastinal lymphadenopathy, and right lower lobe obstructive pneumonitis/collapse, complicated by acute perforated appendicitis",complete_equivalent,same,supported,The output correctly identifies small cell lung carcinoma and adds supported details like 'extensive-stage' and 'primary lung'.
MCR_v1_seq100/68,MCR,typed_event_graph,Macrodystrophia lipomatosa (lipofibromatous hamartoma of the digital nerve),compatible_partial,broader,supported,The output adds a specific etiology (lipofibromatous hamartoma) not explicitly stated in the reference or vignette as the primary diagnosis.
MCR_v1_seq100/68,MCR,raw_vignette,Macrodystrophia lipomatosa of the left middle finger,complete_equivalent,same,supported,The output correctly identifies the diagnosis and adds supported anatomical specificity.
MCR_v1_seq100/68,MCR,flat_facts,"Macrodactyly of left middle finger due to lipofibromatous hamartoma of digital nerve, with secondary nerve compression",compatible_partial,different,supported,The output provides a different primary diagnosis (macrodactyly) and adds specific etiology and complication not explicitly in the reference.
MCR_v1_seq100/74,MCR,raw_vignette,Catecholaminergic polymorphic ventricular tachycardia (CPVT),complete_equivalent,same,supported,The output perfectly matches the benchmark reference and is supported by the vignette.
MCR_v1_seq100/74,MCR,typed_event_graph,Catecholaminergic polymorphic ventricular tachycardia (CPVT),complete_equivalent,same,supported,The output perfectly matches the benchmark reference and is supported by the vignette.
MCR_v1_seq100/74,MCR,flat_facts,Catecholaminergic polymorphic ventricular tachycardia (CPVT),complete_equivalent,same,supported,The output perfectly matches the benchmark reference and is supported by the vignette.
MCR_v1_seq100/75,MCR,flat_facts,"Invasive cutaneous squamous cell carcinoma (right fronto-orbital) with coexistent basal cell carcinoma (collision tumor), partial response to cemiplimab",compatible_partial,broader,supported,"The output adds a second diagnosis and treatment response, which are supported by the vignette but not part of the reference."
MCR_v1_seq100/75,MCR,typed_event_graph,"Concurrent invasive cutaneous squamous cell carcinoma and basal cell carcinoma of the right fronto-orbital region, with partial metabolic response to cemiplimab",compatible_partial,broader,supported,"The output adds a second diagnosis and treatment response, which are supported by the vignette but not part of the reference."
MCR_v1_seq100/75,MCR,raw_vignette,Invasive cutaneous squamous cell carcinoma of the right fronto-orbital region,complete_equivalent,same,supported,"The output perfectly matches the benchmark reference, including the diagnosis, laterality, and anatomical location."
MCR_v1_seq100/76,MCR,raw_vignette,Alfuzosin-induced acute hepatocellular drug-induced liver injury,complete_equivalent,same,supported,"The output specifies the drug and type of injury, which is fully supported by the vignette and consistent with the reference."
MCR_v1_seq100/78,MCR,typed_event_graph,Schwannoma of the left sciatic nerve at L5-S1 foraminal zone causing radiculopathy and severe foraminal stenosis,complete_equivalent,same,supported,"The output identifies the correct diagnosis, laterality, and anatomical location, and includes supported complications."
MCR_v1_seq100/78,MCR,raw_vignette,Cystic schwannoma of the left sciatic nerve,compatible_partial,narrower,supported,"The output correctly identifies the diagnosis, laterality, and anatomy, but omits the significant complications mentioned in the vignette."
MCR_v1_seq100/78,MCR,flat_facts,Cystic schwannoma of the left sciatic nerve,compatible_partial,narrower,supported,"The output correctly identifies the diagnosis, laterality, and anatomy, but omits the significant complications mentioned in the vignette."
MCR_v1_seq100/8,MCR,typed_event_graph,Metastatic adenocarcinoma of the liver from ascending colon cancer (stage IV colorectal cancer),complete_equivalent,same,supported,"The output identifies the same diagnosis, etiology, and anatomy as the reference. The added stage is supported."
MCR_v1_seq100/8,MCR,flat_facts,Metastatic adenocarcinoma of the liver (from colon primary) with right portal vein invasion,compatible_partial,narrower,supported,The output correctly identifies the core diagnosis and etiology. It adds a supported complication but omits laterality.
MCR_v1_seq100/8,MCR,raw_vignette,Hepatocellular carcinoma (HCC) with portal vein tumor thrombus,incorrect,different,contradicted,The output identifies a completely different primary diagnosis (HCC) than the reference (metastasis from colon cancer).
MCR_v1_seq100/81,MCR,flat_facts,Systemic lupus erythematosus with myositis and sacroiliitis,incorrect,different,contradicted,"The output diagnoses Systemic Lupus Erythematosus, which is incorrect. The reference is Macrophage myofasciitis."
MCR_v1_seq100/81,MCR,typed_event_graph,Systemic lupus erythematosus with autoimmune thyroiditis and myositis,incorrect,different,contradicted,"The output diagnoses Systemic Lupus Erythematosus, which is incorrect. The reference is Macrophage myofasciitis."
MCR_v1_seq100/86,MCR,raw_vignette,"Restless legs syndrome (Willis-Ekbom disease) with upper limb involvement, likely exacerbated by antidepressant therapy",incorrect,different,contradicted,The output diagnoses 'Restless legs syndrome' which contradicts the reference 'Restless arms syndrome' and the vignette's 'shoulders and arms'.
MCR_v1_seq100/86,MCR,typed_event_graph,Restless legs syndrome (Willis-Ekbom disease) secondary to antidepressant therapy (SSRI/SNRI),incorrect,different,contradicted,The output diagnoses 'Restless legs syndrome' which contradicts the reference 'Restless arms syndrome' and the vignette's 'shoulders and arms'.
MCR_v1_seq100/86,MCR,flat_facts,"Major depressive disorder, recurrent, with comorbid restless legs syndrome",incorrect,different,contradicted,The output diagnoses 'Restless legs syndrome' which contradicts the reference 'Restless arms syndrome' and the vignette's 'shoulders and arms'.
MCR_v1_seq100/90,MCR,flat_facts,Metastatic laryngeal squamous cell carcinoma to chest wall soft tissue at pacemaker pocket,complete_equivalent,same,supported,"The output correctly identifies the diagnosis, etiology, and specific anatomical location."
MCR_v1_seq100/90,MCR,raw_vignette,Metastatic carcinoma to pacemaker pocket (likely from prior laryngeal squamous cell carcinoma or bladder urothelial carcinoma),compatible_partial,broader,supported,"The output is broader by not definitively stating the etiology, offering two possibilities instead of the specific squamous cell carcinoma."
MCR_v1_seq100/90,MCR,typed_event_graph,"Metastatic squamous cell carcinoma to the pacemaker pocket, likely from laryngeal primary",complete_equivalent,same,supported,"The output correctly identifies the diagnosis, etiology, and specific anatomical location."
MCR_v1_seq100/95,MCR,raw_vignette,Disseminated Mycobacterium avium complex (MAC) infection,incorrect,different,contradicted,"The benchmark is Tuberculosis. The output identifies Disseminated MAC infection, which is a different diagnosis. The vignette supports TB."
MCR_v1_seq100/99,MCR,raw_vignette,Kaposi sarcoma of the lip (HHV-8) as immune reconstitution inflammatory syndrome (IRIS) in the setting of antiretroviral therapy,incorrect,different,supported,"The output identifies Kaposi sarcoma, which is a different diagnosis from Histoplasmosis."
MCR_v1_seq100/99,MCR,typed_event_graph,Immune reconstitution inflammatory syndrome (IRIS) with oral mucocutaneous ulcerations,incorrect,different,supported,"The output identifies IRIS with oral ulcerations, which is a different diagnosis from Histoplasmosis."
MCR_v1_seq100/99,MCR,flat_facts,"Disseminated histoplasmosis with oral ulceration, as immune reconstitution inflammatory syndrome (IRIS) in HIV/AIDS",complete_equivalent,same,supported,"The output correctly identifies Histoplasmosis, including the complication (oral ulceration) and temporal scope (IRIS)."
MCR_v2_seq100/136,MCR,raw_vignette,Diffuse intrinsic pontine glioma (DIPG),compatible_partial,narrower,supported,"The output specifies a pontine location and intrinsic nature, which is narrower than the reference and not explicitly stated."
MCR_v2_seq100/136,MCR,flat_facts,"Osmotic demyelination syndrome (central pontine myelinolysis) secondary to hyponatremia, possibly induced by trimethoprim-sulfamethoxazole",incorrect,different,contradicted,This is a completely different diagnosis from the reference. The vignette mentions hyponatremia but not as the cause of death.
MCR_v2_seq100/136,MCR,typed_event_graph,Acute demyelinating encephalopathy,incorrect,different,contradicted,"This was an initial diagnosis considered in the vignette, but the patient's condition progressed to a glioma."
MCR_v2_seq100/137,MCR,flat_facts,Nodular fasciitis of the left buccal space,incorrect,different,supported,"Nodular fasciitis is a distinct diagnosis from Solitary fibrous tumour, despite both being soft tissue lesions."
MCR_v2_seq100/137,MCR,typed_event_graph,Nodular fasciitis of the left buccal space,incorrect,different,supported,"Nodular fasciitis is a distinct diagnosis from Solitary fibrous tumour, despite both being soft tissue lesions."
